timestamp,frame_index,episode_index,ee_state_x,ee_state_y,ee_state_z,ee_state_roll,ee_state_pitch,ee_state_yaw,ee_state_qx,ee_state_qy,ee_state_qz,ee_state_qw,ee_action_x,ee_action_y,ee_action_z,ee_action_roll,ee_action_pitch,ee_action_yaw,ee_action_qx,ee_action_qy,ee_action_qz,ee_action_qw
0.0,0,2,0.08909001068023295,-0.008224401001743382,0.03120173372007716,-0.09510681033134459,1.0323690176010132,-0.06596117466688155,-0.025062815732450672,0.49410255620944715,-0.005196774181831816,0.8690267618163173,0.09618826522529716,-0.008693290433629607,0.034785900835615724,-0.0951068103313446,0.9265244007110596,-0.06596117466688156,-0.027783426959681053,0.4475231947297124,-0.008235145323290166,0.8938026928504927
0.033333335,1,2,0.08909001068023295,-0.008224401001743382,0.03120173372007716,-0.09510681033134459,1.0323690176010132,-0.06596117466688155,-0.025062815732450672,0.49410255620944715,-0.005196774181831816,0.8690267618163173,0.09620147419136718,-0.008528471568029432,0.03478590083561574,-0.09510681033134459,0.9265244007110596,-0.0644271895289421,-0.02812666571864277,0.447501753415854,-0.007549602944687694,0.8938087462431018
0.06666667,2,2,0.08909001068023295,-0.008224401001743382,0.03120173372007716,-0.09510681033134459,1.0323690176010132,-0.06596117466688155,-0.025062815732450672,0.49410255620944715,-0.005196774181831816,0.8690267618163173,0.09620147419136718,-0.008528471568029432,0.03478590083561574,-0.09510681033134459,0.9265244007110596,-0.0644271895289421,-0.02812666571864277,0.447501753415854,-0.007549602944687694,0.8938087462431018
0.1,3,2,0.08909001068023295,-0.008224401001743382,0.03120173372007716,-0.09510681033134459,1.0323690176010132,-0.06596117466688155,-0.025062815732450672,0.49410255620944715,-0.005196774181831816,0.8690267618163173,0.09620147419136718,-0.008528471568029432,0.03478590083561574,-0.09510681033134459,0.9265244007110596,-0.0644271895289421,-0.02812666571864277,0.447501753415854,-0.007549602944687694,0.8938087462431018
0.13333334,4,2,0.08910250872865189,-0.008070471300524486,0.031201733720077146,-0.09510681033134458,1.0323690176010132,-0.06442718952894208,-0.02544178131226919,0.49408318788318156,-0.00453023565006149,0.8690304920886299,0.09612605530527055,-0.008523605806928241,0.034436937440786616,-0.0951068103313446,0.928058385848999,-0.06442718952894211,-0.02808829875820191,0.4481861168856628,-0.007505974459778001,0.8934673538810639
0.16666667,5,2,0.08910250872865189,-0.008070471300524486,0.031201733720077146,-0.09510681033134458,1.0323690176010132,-0.06442718952894208,-0.02544178131226919,0.49408318788318156,-0.00453023565006149,0.8690304920886299,0.09620147419136718,-0.008528471568029432,0.03478590083561574,-0.09510681033134459,0.9265244007110596,-0.0644271895289421,-0.02812666571864277,0.447501753415854,-0.007549602944687694,0.8938087462431018
0.2,6,2,0.08910250872865189,-0.008070471300524486,0.031201733720077146,-0.09510681033134458,1.0323690176010132,-0.06442718952894208,-0.02544178131226919,0.49408318788318156,-0.00453023565006149,0.8690304920886299,0.09620147419136718,-0.008528471568029432,0.03478590083561574,-0.09510681033134459,0.9265244007110596,-0.0644271895289421,-0.02812666571864277,0.447501753415854,-0.007549602944687694,0.8938087462431018
0.23333333,7,2,0.08909001068023295,-0.008224401001743382,0.03120173372007716,-0.09510681033134459,1.0323690176010132,-0.06596117466688155,-0.025062815732450672,0.49410255620944715,-0.005196774181831816,0.8690267618163173,0.09620147419136718,-0.008528471568029432,0.03478590083561574,-0.09510681033134459,0.9265244007110596,-0.0644271895289421,-0.02812666571864277,0.447501753415854,-0.007549602944687694,0.8938087462431018
0.26666668,8,2,0.08909001068023295,-0.008224401001743382,0.03120173372007716,-0.09510681033134459,1.0323690176010132,-0.06596117466688155,-0.025062815732450672,0.49410255620944715,-0.005196774181831816,0.8690267618163173,0.09618826522529716,-0.008693290433629607,0.034785900835615724,-0.0951068103313446,0.9265244007110596,-0.06596117466688156,-0.027783426959681053,0.4475231947297124,-0.008235145323290166,0.8938026928504927
0.3,9,2,0.08909001068023295,-0.008224401001743382,0.03120173372007716,-0.09510681033134459,1.0323690176010132,-0.06596117466688155,-0.025062815732450672,0.49410255620944715,-0.005196774181831816,0.8690267618163173,0.09618826522529716,-0.008693290433629607,0.034785900835615724,-0.0951068103313446,0.9265244007110596,-0.06596117466688156,-0.027783426959681053,0.4475231947297124,-0.008235145323290166,0.8938026928504927
0.33333334,10,2,0.08910250872865189,-0.008070471300524486,0.031201733720077146,-0.09510681033134458,1.0323690176010132,-0.06442718952894208,-0.02544178131226919,0.49408318788318156,-0.00453023565006149,0.8690304920886299,0.0961128538919373,-0.008688308986848229,0.0344369374407866,-0.0951068103313446,0.928058385848999,-0.06596117466688156,-0.02774453510888104,0.4482075285710527,-0.008191255005834185,0.893461334051592
0.36666667,11,2,0.08909001068023295,-0.008224401001743382,0.03120173372007716,-0.09510681033134459,1.0323690176010132,-0.06596117466688155,-0.025062815732450672,0.49410255620944715,-0.005196774181831816,0.8690267618163173,0.09618826522529716,-0.008693290433629607,0.034785900835615724,-0.0951068103313446,0.9265244007110596,-0.06596117466688156,-0.027783426959681053,0.4475231947297124,-0.008235145323290166,0.8938026928504927
0.4,12,2,0.08909001068023295,-0.008224401001743382,0.03120173372007716,-0.09510681033134459,1.0323690176010132,-0.06596117466688155,-0.025062815732450672,0.49410255620944715,-0.005196774181831816,0.8690267618163173,0.0961128538919373,-0.008688308986848229,0.0344369374407866,-0.0951068103313446,0.928058385848999,-0.06596117466688156,-0.02774453510888104,0.4482075285710527,-0.008191255005834185,0.893461334051592
0.43333334,13,2,0.08909001068023295,-0.008224401001743382,0.03120173372007716,-0.09510681033134459,1.0323690176010132,-0.06596117466688155,-0.025062815732450672,0.49410255620944715,-0.005196774181831816,0.8690267618163173,0.09618826522529716,-0.008693290433629607,0.034785900835615724,-0.0951068103313446,0.9265244007110596,-0.06596117466688156,-0.027783426959681053,0.4475231947297124,-0.008235145323290166,0.8938026928504927
